id,source,destination,mode,distance_km,travel_time_min,co2_kg,cost_rs,aqi
809b7b53-a533-4cb6-809b-bbefa5fe1511,Mumbai Suburban,Mumbai,walking,42.77,495.45,0.0,0.0,84
8d323901-32cb-4903-82d3-ca863a312def,Mumbai Suburban,Navi Mumbai,train,23.93,29.39,1.7779,81.71,61
b0a2d544-1b7b-456e-ab14-52a1d80b0aa6,Navi Mumbai,Mumbai,train,38.16,51.27,1.6976,110.86,140
d9d5be1c-6358-48e2-8066-87b7992a7038,Mumbai Suburban,Mumbai,train,16.8,21.97,0.4377,59.6,126
4ac58fe9-aa01-441f-ac7b-3ce8d7c6d347,South Mumbai,Mumbai,train,37.33,59.44,2.9063,97.97,156
b9618cbc-bc75-4e26-a22a-7ffe2b304c54,Mumbai,South Mumbai,bus,15.62,41.47,1.3353,34.34,134
d82a405a-c76e-43c6-b2e5-585f10828a78,Mumbai,South Mumbai,ev,4.6,7.59,0.1725,35.11,157
bb844969-119f-4a47-9841-8162aa4e97be,South Mumbai,Mumbai,ev,30.06,60.85,1.1201,233.84,86
4d387523-6b48-4c50-ad0b-48f233fbab95,Mumbai,South Mumbai,ev,14.32,35.92,0.3678,103.96,178
b8a2f68e-8fab-4a12-9e96-b824e0ec9da8,Mumbai,Mumbai Suburban,bus,32.86,103.77,2.7136,68.07,249
7166627f-e3ac-4bdb-8e17-737d08ef3362,South Mumbai,Mumbai Suburban,car,17.88,29.95,1.9295,176.72,149
721aaac9-b3fa-4664-98db-d0fce636a786,Mumbai,Navi Mumbai,car,9.77,20.59,1.2878,107.02,169
53f1a66f-2933-4613-a67c-d1d644264d62,Mumbai Suburban,Navi Mumbai,train,37.78,43.55,2.6078,119.12,77
763565b1-c151-4414-a78a-2ef35b718e19,Mumbai,Mumbai,bus,22.46,97.92,2.0179,55.62,254
d7423c60-468f-49b5-9b7b-51fb80052967,Mumbai,Mumbai Suburban,walking,48.5,671.14,0.0,0.0,177
9f2e8b0b-af03-4581-9984-1d3dcc27e8cc,Mumbai Suburban,Navi Mumbai,auto,48.24,82.8,4.5375,501.09,83
af5684ef-09ab-42e1-9648-750d5815525c,Navi Mumbai,Mumbai Suburban,bus,27.58,53.19,1.7248,57.98,181
1c735981-35ad-4368-a4e0-0fedf0f42ed6,Navi Mumbai,Mumbai,train,39.14,61.74,2.8085,102.86,198
80c0b567-158b-433d-a193-7127c860a5be,South Mumbai,Mumbai,bus,23.22,62.53,2.0411,56.5,94
905905eb-68bd-4a1d-a24a-fa4215612663,Mumbai Suburban,South Mumbai,bus,37.84,80.83,3.7557,65.93,232
8299f35f-ac7a-4660-aa48-16423e28df25,South Mumbai,Mumbai,auto,12.98,35.8,1.5662,133.63,197
a3da0d5e-7a1e-42ce-ba0d-f3e23d6ccf52,Mumbai,South Mumbai,train,47.78,57.25,3.3832,147.54,74
47b4b1eb-5e3b-4170-b400-006b83d758ac,South Mumbai,Mumbai,walking,47.9,484.12,0.0,0.0,312
802f7a42-c826-43b8-ace5-cea6a79ab106,Mumbai,Mumbai,bus,33.35,42.19,2.0542,52.7,240
a20b344b-5797-402b-89a3-40aed68096be,Navi Mumbai,Navi Mumbai,walking,10.74,131.69,0.0,0.0,145
535a5000-29f1-4e92-a9b0-584cc89115c9,Mumbai,Navi Mumbai,train,5.37,5.14,0.2747,19.41,98
63ee42a2-dd9e-44c5-8a77-7745477470b9,Mumbai,Mumbai,bus,24.62,46.63,1.8856,52.28,81
cfe28a02-fbdd-4bf7-b2de-651a2f755d6b,South Mumbai,Navi Mumbai,train,2.92,4.57,0.1464,10.61,112
4cac0806-9fdc-4a20-8084-c7b8fd0b9cf3,Navi Mumbai,Mumbai,car,43.8,68.03,5.8564,481.89,128
8f8af1cd-a678-4db0-9ee0-93e6d937c6ef,Mumbai Suburban,South Mumbai,walking,6.55,79.82,0.0,0.0,148
5c2c899b-5548-4f5c-9b05-f68d8da83cd8,Navi Mumbai,Navi Mumbai,car,22.34,49.24,2.3869,199.54,224
da4aca2b-60fe-4bda-a4fe-a3103adb0590,Mumbai,South Mumbai,ev,18.25,49.11,0.92,84.59,265
944d817b-1fff-457f-9230-3781abdea5e0,South Mumbai,Mumbai,ev,8.97,22.2,0.3211,53.9,140
d81fe5e0-dc6e-4092-8f8d-cd461894e6f0,Navi Mumbai,South Mumbai,bus,45.5,97.62,0.9631,99.4,193
27f18f61-401e-4699-9fb2-8a0eac11bef6,South Mumbai,Navi Mumbai,car,36.58,48.71,7.375,455.17,165
2afaf074-23d8-48cf-8e02-b3f428c57fc8,South Mumbai,Navi Mumbai,car,10.37,25.36,1.2732,89.95,114
0e241fae-32f4-4ce5-95c1-5b6a95eff733,Mumbai,Mumbai,walking,18.71,191.57,0.0,0.0,195
6274b7a2-52ff-48de-8a7b-68776d91a7b2,Mumbai,South Mumbai,train,23.61,24.92,1.0792,57.49,182
d1119d51-2a1d-40a2-9a4d-2e08ca675acd,Mumbai,Mumbai,car,17.64,28.26,1.779,179.87,121
cf108fc4-e3cc-4022-a42b-1e58fcf1480f,Mumbai Suburban,Mumbai Suburban,walking,43.75,633.37,0.0,0.0,178
68abf088-e6e2-4618-916f-1db2c5396246,South Mumbai,South Mumbai,auto,32.93,70.01,3.345,215.83,160
e4c06237-c215-41a3-9853-fdaf698e1a30,Mumbai,South Mumbai,walking,12.56,137.64,0.0,0.0,150
47397f79-32a7-491f-b005-6c6505c79a69,Mumbai,Mumbai,auto,35.35,104.39,4.4412,255.54,145
8acef43f-6cfe-4d93-b4de-7582c766f774,Mumbai,Navi Mumbai,train,46.34,48.41,2.2818,154.38,83
e9a343e8-ee3c-4b07-9ed9-f0c7193e4a8d,Mumbai Suburban,Mumbai,ev,37.06,75.69,1.125,160.15,154
633d05f8-e4bc-4abc-bedf-3dfb58b5f526,Mumbai Suburban,Mumbai,walking,2.46,22.89,0.0,0.0,108
f2c55d8f-d81f-4fe6-91ea-a91e46c49ec2,Mumbai,Mumbai,bus,26.66,77.51,2.0114,54.55,223
28634c44-cf57-4e3c-b4d0-88fdc5b9bad7,Mumbai,Mumbai,ev,27.47,42.61,1.2631,201.09,149
aa560d62-ced9-4e99-b4f4-9a563fda4ff8,Mumbai,Mumbai Suburban,walking,21.63,215.5,0.0,0.0,175
158fcf8e-146b-439d-a07c-6ee1da4409a8,Mumbai Suburban,Mumbai,walking,42.38,442.36,0.0,0.0,267
d3f90349-8e94-4510-8e42-82e175eeb24d,Mumbai,South Mumbai,train,38.89,48.94,2.944,129.36,229
642ca70c-5dbb-4b0d-88a5-fdd0fbed3e34,Mumbai,Navi Mumbai,train,1.15,1.68,0.0679,3.74,90
3e22d153-02c1-4ab1-8ebd-00cfe0d40a20,Mumbai,Mumbai Suburban,auto,18.35,41.45,2.3319,158.92,229
d7dc95d7-75a1-4554-8db0-2eb48538b9a5,Mumbai Suburban,Mumbai,walking,26.79,321.44,0.0,0.0,123
43886851-893c-4bb7-89f4-16b596c47c1c,Mumbai,South Mumbai,car,17.41,28.36,1.8388,198.15,119
8fb5606d-2a10-45dc-9ecf-c4306cb5ab32,Mumbai,Navi Mumbai,train,12.61,11.75,0.5896,34.08,225
18c816ee-fcf6-43ab-9de3-1830fda906e4,South Mumbai,Mumbai,auto,17.63,47.9,1.9406,119.12,201
534558b8-1a89-4b76-b506-cf2c397805cf,Mumbai,Mumbai,car,20.26,44.05,2.2455,141.88,124
d8195677-4a49-4311-ac90-54cdb38eeb2a,Mumbai,Mumbai Suburban,train,44.91,69.77,2.2591,115.86,216
b7a36ec3-e26c-4f3c-8cc7-b6b851ccac25,Mumbai Suburban,Mumbai,ev,32.4,68.1,1.1669,213.89,210
c2ea44f3-a8bf-4d75-8528-239d82b6e7cb,Mumbai,Mumbai,auto,34.57,73.06,3.4606,238.42,89
dc2b6ef2-6570-44e6-858c-5d21ab813690,Mumbai,Mumbai,car,22.16,44.61,2.6771,195.73,126
ee7c579e-a3e6-4c1b-829c-d053e98d5452,Mumbai,Mumbai,ev,15.66,44.24,0.6377,74.51,84
f963d438-a0eb-430b-a43f-7afcb8f6e3bb,Mumbai,Mumbai,walking,28.45,264.97,0.0,0.0,257
209558fb-12f4-4711-b2ce-acfa8b7edebe,South Mumbai,South Mumbai,bus,6.18,12.77,0.603,12.16,257
a394a5de-8d79-4d4b-a460-17bb7662f597,Mumbai Suburban,South Mumbai,walking,13.84,209.84,0.0,0.0,143
e17aad4d-fa18-432c-97b2-34ee2238b847,Mumbai Suburban,Mumbai Suburban,ev,25.77,43.73,0.9363,138.36,107
eaeb234b-00e6-49d5-b16f-c72fdc805df4,Mumbai,Navi Mumbai,bus,1.69,3.2,0.1697,3.0,265
bac28cfd-d741-4895-bb11-6d7abb0c52eb,South Mumbai,Mumbai Suburban,bus,42.82,89.23,3.5012,101.83,88
95fb7307-eacc-4c40-bce4-dd95b34b6f45,Mumbai Suburban,Mumbai Suburban,ev,36.23,96.27,1.8088,187.66,181
95174dd8-8fe5-40a0-a80e-5fc4907966fe,South Mumbai,Mumbai Suburban,car,21.79,30.06,2.5817,204.84,86
07373666-a425-4937-a335-b9376a6eb4a9,Mumbai,Mumbai,auto,34.51,74.82,2.7118,273.28,161
20bcfcf0-ab99-4568-ab7f-c28bf7232754,Mumbai,Mumbai,train,12.83,20.13,0.5792,30.44,283
7ce58036-1d93-4550-a527-52d40265a8b2,Mumbai,Mumbai Suburban,car,39.02,53.75,4.94,365.39,233
9c325365-01d6-4ccb-9c3f-ef988aa152a3,Navi Mumbai,Mumbai,car,17.25,29.98,1.4684,142.9,136
4f0f647c-1a1b-474d-8c34-0da11129ad4f,Mumbai,Mumbai Suburban,auto,44.26,89.42,4.1622,434.31,132
34ef16e9-fb49-4007-858e-bcb7acadea71,Mumbai Suburban,Mumbai,ev,6.79,8.36,0.2761,39.34,106
d49d1c02-5765-4167-aa52-d0149a9ffe34,Mumbai,Mumbai,car,2.16,3.43,0.2162,16.54,162
180405f3-a693-4353-b2e7-bec73816496c,Mumbai,South Mumbai,bus,24.36,58.87,2.1396,63.3,91
6fc7e39e-8aca-40ea-8287-508548b28581,Navi Mumbai,Mumbai Suburban,car,10.47,16.05,1.0324,123.68,197
19dd887c-e6d1-4818-a2d5-e1a8528e7542,Mumbai,Mumbai,walking,15.91,243.21,0.0,0.0,125
846ede69-a786-4b70-ab88-113ed535fcff,Mumbai,Mumbai,walking,17.51,268.34,0.0,0.0,98
6f71044f-d943-4490-b993-37b4cbf38109,Mumbai,Mumbai,ev,20.42,31.79,1.024,123.78,102
da8652a8-5b7d-4074-9dd7-b7086e26f0c9,Mumbai Suburban,Mumbai Suburban,car,37.68,63.61,3.8991,444.31,103
030223df-f160-42f4-9384-29b6906b655b,Mumbai Suburban,Mumbai,auto,35.42,63.49,2.5611,264.36,257
e88044d2-4b70-4239-8d10-4388896049a3,Navi Mumbai,Navi Mumbai,bus,16.23,43.05,1.121,39.09,219
bdc1a6d2-4447-41dd-8c6b-4ef03f5de730,Mumbai,Mumbai,walking,26.25,292.69,0.0,0.0,115
84120060-6ba1-4de9-90c6-8739399f6daa,Mumbai Suburban,Navi Mumbai,train,5.42,6.98,0.3012,19.07,110
5ccd647e-77b5-4d9c-a57c-300ff6b42d52,Navi Mumbai,Mumbai,car,37.2,83.07,4.3832,368.62,216
4258705c-75a3-48f6-95fe-7c89bc20c8f9,Navi Mumbai,Mumbai Suburban,ev,12.75,22.25,0.5401,96.51,157
47b88b5c-2af8-4223-aa11-943adef68792,Mumbai,Mumbai,train,7.94,12.35,0.4967,17.54,96
070bb2eb-34d9-4a76-90fa-897627410a67,Mumbai,South Mumbai,train,19.15,18.77,1.3819,46.31,230
af220a6b-365f-48c5-8e94-b32fe7547636,Mumbai,Mumbai,bus,36.23,97.22,2.4549,79.47,133
b592ffb5-639e-4413-81d0-0129c0ef3dda,Mumbai,Mumbai,train,27.25,32.69,1.3506,103.29,156
267786db-d108-41e1-9110-5b9a22ff129c,Mumbai,Navi Mumbai,bus,18.52,51.46,1.3965,26.84,157
88994222-1747-40d1-90db-06deb6beb446,Mumbai Suburban,Mumbai,train,48.84,54.46,2.3612,160.27,79
0052c69b-24ec-434b-a3a6-c542fe0a74f4,South Mumbai,Navi Mumbai,auto,29.99,58.85,2.9758,205.88,169
87b256b9-eb75-427e-a16b-2fb4ed4293e2,Mumbai,Mumbai,auto,23.47,47.57,1.9703,202.17,132
1df65689-3445-4c19-8672-97459a92261a,South Mumbai,Mumbai Suburban,ev,2.78,4.53,0.123,12.01,170
1b30a969-e4b0-4eae-be2d-15c4950739c0,Mumbai,South Mumbai,train,22.54,26.61,1.4428,72.28,66
cda5baa9-060c-4332-b76d-fff064458c57,South Mumbai,Mumbai,walking,41.0,457.89,0.0,0.0,155
5468f9fd-470f-4a6b-8fca-a3f955619736,Mumbai Suburban,Mumbai,train,43.77,58.37,2.942,162.68,118
9d523172-0006-428b-bdeb-af773957c010,South Mumbai,Mumbai,ev,43.08,94.8,1.7535,272.94,95
ebbd9b10-029d-456e-9d87-d53443ff5e9b,Mumbai Suburban,Navi Mumbai,ev,30.6,53.42,1.345,130.12,172
0c65bf79-1d6e-4988-b93d-fa24702cc86a,Mumbai,Navi Mumbai,car,8.38,13.94,0.9079,94.72,245
b7ba011d-7b06-4d6a-b066-762d48f766fc,South Mumbai,Navi Mumbai,car,48.54,103.3,5.0098,418.72,231
c13723eb-afc2-486b-b76e-efc5e84575b5,Mumbai,Mumbai Suburban,car,20.93,31.01,2.4346,265.25,259
757546be-9da9-4f80-bde3-00ca58164eed,South Mumbai,Mumbai Suburban,walking,37.6,531.09,0.0,0.0,240
da368fe1-4549-4130-b535-0d1fb52d2c3f,Mumbai,Navi Mumbai,walking,15.61,217.44,0.0,0.0,137
56530dc7-7803-40db-9ce4-257be89a942f,Mumbai Suburban,Mumbai,bus,31.29,62.75,2.6605,78.88,217
6255fcb5-110b-4e82-a115-bb979610672d,Mumbai,Mumbai Suburban,auto,7.22,18.58,0.8303,70.15,170
ee27006b-2d90-4c6d-886a-cd0b7aa30758,Mumbai Suburban,South Mumbai,walking,25.46,241.21,0.0,0.0,188
cf11587c-083c-410f-ac2d-51533c5e1b34,Navi Mumbai,Mumbai,bus,9.02,24.22,0.5488,19.15,70
318a04f4-2f66-41d3-952e-10cfb294035d,South Mumbai,Navi Mumbai,train,28.52,33.66,1.6239,90.13,171
e13f9d81-1935-4a62-87ad-c590eb977615,Mumbai,South Mumbai,walking,23.58,299.98,0.0,0.0,308
28352dde-a5d1-4502-94c9-86799c44b386,Mumbai,Mumbai,car,45.79,93.16,5.124,507.64,160
00a6844b-5b66-49bc-b400-353e5bfd77ad,Mumbai,Mumbai,ev,5.91,11.2,0.1777,35.34,128
26930a2e-56df-4697-914f-91c70273c2de,Mumbai,South Mumbai,auto,6.21,10.51,0.4542,41.82,248
13e11e4c-6744-47fb-bf7a-f0edb1f1699b,Mumbai,South Mumbai,auto,1.88,3.68,0.1833,16.06,135
01111fe5-7a0c-4bc6-a0ae-78319447848d,Mumbai,South Mumbai,car,41.26,56.77,4.6866,456.33,284
2cad6635-b65b-4d84-b00d-bccba375ed3e,Mumbai,Mumbai,walking,6.05,88.17,0.0,0.0,223
146ffc06-a5af-4793-be9a-4974186bc51e,Navi Mumbai,Mumbai Suburban,ev,49.41,88.93,2.0331,323.66,88
db77d4e9-7934-4417-8ebd-d21c6c21ee78,Mumbai,Mumbai,walking,16.45,154.67,0.0,0.0,127
d5a3a7f6-c75b-49be-a100-a6401b15ddc5,Mumbai,Mumbai,car,3.92,6.73,0.489,47.25,137
c4d39893-d071-414d-89f1-1f5b911fe208,Mumbai,Mumbai,ev,6.57,13.85,0.329,30.29,132
6299d593-f24c-453c-993a-22681da27c31,Mumbai,Navi Mumbai,ev,16.56,29.53,0.7658,71.18,287
d388a713-3276-4d40-ad9d-a67d33a0f269,Mumbai Suburban,South Mumbai,ev,43.87,92.11,1.4928,216.44,287
16af9f67-56ca-426f-a94b-9a10b208b76c,Mumbai,Mumbai,walking,34.08,510.37,0.0,0.0,197
0030f6d2-7471-4ccc-8a34-c6f6e67c2031,Navi Mumbai,Mumbai,auto,28.2,70.48,3.6838,247.83,225
15054506-0fa3-4997-9d87-cd5b435ec883,Navi Mumbai,South Mumbai,auto,4.84,9.38,0.5071,34.48,91
cfacbd1c-9a6c-4d09-943d-b8ca8c8a2684,Mumbai,Mumbai,car,22.11,39.05,2.5007,245.26,206
7a706fb6-373b-4e77-8311-0fb84f89fb23,Mumbai,Mumbai Suburban,train,22.55,28.5,1.6343,83.55,270
18bcd53d-9414-41db-b3af-b85a9ff8def1,South Mumbai,South Mumbai,walking,17.68,268.87,0.0,0.0,214
60235d96-f8be-4f1b-af8a-feea62f3f65b,Mumbai,Mumbai Suburban,walking,10.12,97.03,0.0,0.0,89
b0b9d6b1-327d-41d4-be94-b0f23725d2ce,South Mumbai,Mumbai,walking,4.93,72.01,0.0,0.0,221
ac1ace15-7ab4-4349-8a02-4b654551ca61,Mumbai Suburban,Mumbai,car,9.89,13.09,0.9023,85.01,132
026027c0-98a6-4dc3-9a9d-840e8bf9bead,Mumbai Suburban,Mumbai,bus,42.99,143.13,3.0711,69.2,65
5d3b789c-f714-455d-9f82-f0a96475ff3e,South Mumbai,Navi Mumbai,train,19.1,21.71,1.3531,67.65,116
706fc5ff-05b1-4e8e-b7bd-75d1a09a189a,Mumbai,Mumbai,train,41.07,40.19,2.1603,154.91,200
a1f02b59-e29c-4f53-90ce-a67d6292498f,Mumbai Suburban,Mumbai,bus,23.43,49.74,2.0548,42.9,133
f1430128-2d2a-45cc-8a27-15c75629fffc,South Mumbai,South Mumbai,auto,46.77,93.06,3.463,325.17,94
b79d9b74-3de1-4016-96ee-0d46a44747d6,Mumbai,Navi Mumbai,walking,38.62,540.17,0.0,0.0,312
31f6739e-582d-47a0-8383-ce8ff37c3dea,Mumbai,Navi Mumbai,bus,6.7,17.37,0.5534,16.57,112
55e50f16-4374-46c1-b54a-b78ea1e68a41,Mumbai Suburban,Mumbai Suburban,auto,9.43,34.0,0.9614,93.21,154
083ab242-fd98-4a5d-b651-3222cec7a962,Mumbai,Mumbai,bus,45.52,108.82,4.0197,88.62,181
0f4e9ecb-2404-4ce6-aff4-db2f8283ee66,Mumbai,Mumbai,auto,12.99,34.38,0.9509,88.33,219
f2c3745e-b82a-4801-a33d-e68e2ce0f2f7,Mumbai Suburban,Navi Mumbai,walking,21.15,313.12,0.0,0.0,64
0a88c7c6-336f-4bfb-a37a-c3c6e37e7a62,Mumbai Suburban,Mumbai,bus,11.87,23.76,0.969,28.28,161
71ef019e-b086-46a2-9bee-451779d2b290,Mumbai Suburban,Mumbai,car,13.02,22.49,1.456,107.84,104
69d8b750-af61-48ec-ab20-8443a033c8ea,Navi Mumbai,Mumbai,ev,31.9,71.14,1.3392,142.3,113
dcb6973a-37e9-424f-8f76-e2836b9c4e12,Mumbai,Mumbai,car,8.08,12.94,1.2272,78.81,155
6b0c9474-0cac-4dbe-99f8-fe61c44c10bc,South Mumbai,Navi Mumbai,auto,35.6,78.05,4.5902,347.05,70
b09d2974-7fd8-439a-990b-2b3e23c0afc8,Mumbai Suburban,Navi Mumbai,train,45.37,51.55,2.5318,152.08,135
5a65a2d5-e2b7-44a6-a1f1-5b055be30e82,Mumbai,Mumbai,auto,39.67,73.46,4.3079,336.36,91
8dbe7363-85af-452b-89ad-b95b4a4b3746,Mumbai,Mumbai,ev,25.53,54.59,1.0744,171.16,168
445aefc1-a3a4-4b66-bdfd-15b44d6ffc62,Mumbai,Mumbai,ev,27.77,50.56,0.8617,169.39,192
abb7756c-e22f-45df-b527-b98dd88ec6e8,Mumbai,Mumbai,auto,10.25,30.61,0.7965,89.6,98
d625faa8-ef38-47c3-8031-0ad9ea85a39a,Mumbai Suburban,Mumbai Suburban,auto,15.11,64.52,1.067,102.49,117
55eb7b4b-d0d4-4027-9625-a435c385ffd9,Navi Mumbai,Mumbai,car,9.09,16.67,0.9644,86.89,173
95b3fe09-c37f-42ad-83e3-9ccd8c31d1e1,South Mumbai,Navi Mumbai,train,16.37,23.75,1.1082,35.06,132
cdf4319b-d1e6-4a25-aa44-5fb8b02b3ffe,Navi Mumbai,Mumbai,walking,11.01,163.19,0.0,0.0,198
c2a11c60-245e-49fa-b074-3724364bb0da,Mumbai,Mumbai,train,42.19,39.55,3.2858,163.42,101
5085bc71-8b61-4ec3-a438-92bdd7089abf,Mumbai,Mumbai,train,41.5,63.66,2.118,136.79,188
dbe32b66-c75c-43b4-a5de-17366054ceb2,South Mumbai,Mumbai,walking,30.03,281.54,0.0,0.0,124
966f9289-d5e8-4e91-ad0a-cbbca656f85e,Navi Mumbai,Mumbai,train,44.78,55.76,2.8384,125.81,192
e34c25a0-4087-4118-85f7-fb58a650a1ad,Mumbai,Navi Mumbai,bus,21.76,56.43,1.3936,53.16,134
04937a28-10b9-48e1-8cd7-f14022228fe3,Navi Mumbai,Mumbai,walking,44.13,499.87,0.0,0.0,225
58b5869d-e1df-4d9d-a678-9fbd21377c2b,Mumbai Suburban,Mumbai,bus,10.83,25.78,1.0644,28.09,121
a1369777-2109-4a8c-ace0-8202c0fd11a9,Mumbai,Navi Mumbai,ev,11.39,26.77,0.4891,51.0,148
2dbbff94-b052-4f2f-8e16-ea6a5835a845,Mumbai Suburban,South Mumbai,ev,17.21,48.51,0.4985,88.13,118
232167ff-4d64-4f16-a489-2fbd3bde9f8b,Mumbai,Mumbai Suburban,ev,32.85,78.98,1.6936,230.88,172
9e6165af-53ea-4427-bb0e-93b4d3d38281,Mumbai Suburban,Mumbai,bus,31.18,71.2,2.581,70.72,150
9b0ebed4-f424-4528-854c-9c11bbf361f4,South Mumbai,South Mumbai,auto,29.42,49.87,2.6796,205.69,182
d4485d02-1f1c-4713-8ad2-30ecd692143f,Navi Mumbai,Navi Mumbai,train,28.51,29.6,1.2526,69.46,166
ff2778b1-c971-4132-937d-7a3337b8a0c1,Mumbai,Navi Mumbai,ev,25.11,58.98,1.1154,146.01,201
cff3a2a2-92d4-447a-a938-bbd31a351f20,Mumbai,Mumbai,train,35.24,54.62,1.5465,114.06,135
c51f209d-5e76-4f57-b8d1-01b8f6131222,Mumbai Suburban,Mumbai,auto,43.39,75.48,5.4589,449.99,267
9a05a1c0-fbfd-411f-aafe-4eb4aa93e8dd,Mumbai,South Mumbai,train,27.93,37.98,2.0762,93.62,170
1eff6a5f-35f8-4612-96ba-48081d4574b9,Navi Mumbai,South Mumbai,walking,29.82,281.38,0.0,0.0,187
af31e158-e37b-473f-b016-1ecb64aa0454,Mumbai,Mumbai,car,19.74,26.67,2.0676,223.14,98
f5c84cd4-bde6-4d3e-8b56-d6099bbfb96f,South Mumbai,Mumbai,car,42.09,78.83,4.1712,487.59,108
6f93b17b-2dec-487a-bb9a-dddf91ee9d23,South Mumbai,Mumbai,auto,42.17,87.09,3.2652,299.21,110
4e12dc22-e527-4bc6-b707-0e17c2ba14e8,South Mumbai,Mumbai,ev,14.07,23.95,0.186,88.27,70
aa359aa7-2d10-4cea-95bf-46ceb542f4a8,Navi Mumbai,Mumbai,bus,48.54,148.11,6.018,84.49,160
50a3cc44-1bc6-4038-8389-9576d41a4033,South Mumbai,Mumbai,walking,40.78,545.54,0.0,0.0,269
a7a45fa9-b18a-4750-a2f8-5e43e358ea20,South Mumbai,Mumbai Suburban,car,7.58,10.91,0.8801,64.49,261
f4e98c2e-50ac-4a51-9f33-7c61b5bca937,Mumbai,Mumbai,walking,39.01,406.08,0.0,0.0,253
08389abf-a33b-4911-a00d-69d515e01292,Navi Mumbai,Mumbai,auto,7.12,11.96,0.8568,46.78,143
aba8133c-5c00-4aca-b25a-473c3eef03ee,Mumbai Suburban,Mumbai,car,9.93,23.54,1.5919,93.72,263
26ec3b66-db30-4db2-be07-b6dfd4490129,South Mumbai,Mumbai,train,21.89,27.28,0.9468,73.79,138
6a07209f-14df-4969-b81b-59c200e5b4f1,Mumbai,Navi Mumbai,car,6.94,10.47,0.971,75.01,85
9c4f812a-7492-4a4a-a834-eb01678c36c6,South Mumbai,Mumbai,auto,19.16,37.12,2.8768,120.96,256
0fe26301-6c1f-49fd-ae1e-b372c1ac3e0f,Navi Mumbai,Mumbai Suburban,auto,11.86,29.27,1.2329,108.47,91
3ed0151a-fd1e-4879-a6fe-7a28f6251dbf,Mumbai,Mumbai Suburban,train,8.05,9.74,0.4565,30.5,164
6f934730-083f-483c-af00-59944603af88,Mumbai,Mumbai,ev,28.82,77.95,0.9888,170.18,181
ac6ac37d-a778-41f0-960b-13ce8d5d6971,Mumbai,Navi Mumbai,walking,40.26,395.21,0.0,0.0,161
8e52cf8e-023b-4f01-ac66-4af54a41ef36,Navi Mumbai,Mumbai,ev,47.41,79.51,1.7757,210.06,200
1696ef42-e21c-4654-9e19-2a80648d61e6,Mumbai,South Mumbai,auto,47.47,120.66,5.28,336.05,185
c9104526-71eb-4bd4-98a6-773fb64b3f82,Mumbai,South Mumbai,car,1.62,2.83,0.205,18.53,100
1d7952bf-4d03-4672-86b3-9805fb527aaa,Mumbai,Navi Mumbai,bus,27.85,72.15,2.243,43.53,165
e2d2ba8e-6e06-487a-847e-dc95b54a8ac4,Mumbai,Navi Mumbai,bus,30.86,95.79,5.5061,56.07,132
8ac57f51-5ba5-44f8-90dd-f2739c67688e,Mumbai,Mumbai,car,20.37,35.43,2.3953,164.14,97
4e84d65e-4549-40b6-acf0-9e11a37ed320,Mumbai Suburban,Mumbai,train,27.2,42.3,2.0303,82.06,142
c1d324a8-1969-4be4-846f-7df6b768b294,Mumbai,South Mumbai,car,30.01,54.0,2.8388,235.35,130
7a852636-d8a8-41db-993b-b7a212222c47,Mumbai,Mumbai,car,24.0,53.0,3.5086,292.85,210
13fc5833-2fac-422b-9f86-925fab659f32,Mumbai,Mumbai,ev,47.83,97.38,1.8418,354.62,313
57fe5c15-2fd7-4b41-9765-a59b886fc9f4,Mumbai,South Mumbai,walking,18.77,209.29,0.0,0.0,161
93761962-be86-445e-af9f-b9384a6b9648,South Mumbai,Mumbai,train,18.31,27.45,1.1486,44.23,114
f67736bb-e927-4acd-ac4a-895a95877021,Navi Mumbai,Navi Mumbai,walking,34.95,401.65,0.0,0.0,100
fbb86160-5789-4945-b1ee-3ba6911efe1d,Navi Mumbai,Mumbai,bus,42.82,134.46,3.6722,107.85,93
d35e7155-309c-406b-a874-86e9d1d518dc,Navi Mumbai,South Mumbai,bus,38.99,122.53,2.6996,62.36,133
b50544da-572c-4ae3-ba43-37b3972371a4,Mumbai,Navi Mumbai,car,41.36,85.5,6.0446,453.54,211
ffb16586-7e0c-4add-b1de-d40b9d95b2c8,Mumbai Suburban,Mumbai,car,4.01,6.79,0.5318,46.61,180
2a3f1cfa-60f7-4ba4-93b8-5746084cf2a3,Mumbai,South Mumbai,walking,21.33,337.99,0.0,0.0,59
49ad96a4-1e83-4053-80f8-ac0009416180,Mumbai,Mumbai Suburban,ev,45.81,91.19,1.5803,302.46,219
6591578e-3b90-4092-890d-ebda15ee0e96,Mumbai,Mumbai,walking,23.36,247.9,0.0,0.0,134
f03ddcd2-bcd8-4df8-a5e1-937771119f9b,Mumbai,South Mumbai,bus,10.93,27.66,0.7814,25.03,94
137be100-d565-432a-8e2c-968965a11758,Mumbai Suburban,Mumbai,auto,25.77,77.31,3.1482,258.6,110
2216595d-fe77-4858-859f-95cc2dadf961,Navi Mumbai,Mumbai Suburban,walking,6.99,86.72,0.0,0.0,222
b7d71d10-9406-4ef6-8aba-0f7af73cdebb,Mumbai,Mumbai Suburban,auto,11.73,20.23,1.4079,97.17,198
909aab5f-c1c4-4775-a46c-e1d83638720b,Mumbai,Mumbai,bus,27.93,62.23,1.9064,62.48,292
