Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,Traffic Conditions,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Truck,Hybrid,1.2835513270802874,1,70325,71.17288292204125,0.5774475683887559,City,Free flow,8.999187269538059,14.63584506026966,13.741531820640041,958.6370443140552,407.3815149105265,0.20101331276857154,0.17272959887054248,0.09656311286579969,0.04705663408420134,High
Bus,Petrol,3.858651788131631,3,133984,64.62441225209085,0.7641321062767958,City,Moderate,29.9688349093326,76.96167191060016,10.457285635501638,990.8235291839637,426.32832448381134,0.49453618655789855,0.18789576669574648,0.055552649256302065,0.07746147300152506,High
Motorcycle,Hybrid,3.3010590274078435,0,152945,119.80618560097302,2.841757975130104,Rural,Moderate,9.459169255656434,36.076629132968975,15.683193047106325,1019.6699049009496,434.5003602204765,1.6438790918460655,0.14894381753233815,0.05555289517452883,0.03763818698121553,High
Car,Hybrid,4.140092734707182,14,14332,65.68765771606724,0.5132807287421848,City,Heavy,-7.558941682290834,99.38886473298012,5.688663538447047,1016.0357406082977,235.12083330924477,0.6076742518478768,0.19454523506348081,0.035478608713212914,0.0859899609919478,Medium
Truck,Diesel,1.1372386913114354,24,147636,50.41398263513327,1.010230623979505,Rural,Heavy,21.79808399953059,67.1249545025436,13.549329709052639,1021.8939994779564,414.0352895222384,1.3700374278391283,0.02229725886035003,0.030301413068448364,0.06541619025011175,High
Truck,Diesel,3.815915694626283,0,77795,109.14666429304097,1.1733851200594203,City,Heavy,23.561051171500417,83.58930744683252,14.490554529073982,988.3816008221609,205.6704809869126,0.1760871801811517,0.0385349120872932,0.01986688008716589,0.05148022423469392,Medium
Truck,Hybrid,3.7197198573895234,5,107716,28.10211550431459,2.219622666068152,City,Moderate,30.71104604160518,73.37852916646517,7.850824021708682,976.5279598900779,73.63310944201075,1.6991088106237455,0.181535615796274,0.06952346217825507,0.09325462724848721,Low
Motorcycle,Petrol,3.715432490964089,6,196553,11.703118835617076,0.22805982061818109,City,Heavy,9.943304033056585,59.423834274482005,19.779330355066122,955.6932317374603,360.20188817458404,0.902225527061794,0.015868129131318773,0.060936127992089716,0.043724796194947936,High
Car,Petrol,3.9381358663015655,18,21643,76.09080412341964,2.498854858464693,Rural,Free flow,-5.696446189616147,71.63190541153374,7.121794291929167,1044.1575360323995,139.53173822179755,0.9931154009890161,0.12172963124677705,0.05634661871610598,0.09691407194127172,Low
Car,Electric,4.3176332735770835,11,63128,11.50195605224988,4.643372031970408,Highway,Moderate,17.65311388472763,59.74838290373553,1.6898233878980906,961.8280272659816,253.1624280312437,1.6357053067137095,0.06106568835242198,0.09428200439969553,0.016502689531443755,Medium
Bus,Petrol,4.985942798340003,0,42523,44.77782443435522,0.12231830559536305,Rural,Free flow,-3.9501308711246708,5.1198590647960724,6.069487590480178,967.8244161144514,123.74122959817245,0.9629307350702525,0.09646457202568655,0.067768630591297,0.013540005488292291,Low
Motorcycle,Petrol,2.203067744666715,6,52784,50.82928626980647,3.1549243260373268,Rural,Heavy,-9.146233848784505,34.5523140657792,1.988742762198148,952.5000801064261,226.19132250934442,0.29782381710545636,0.08339997199799562,0.04242961195366973,0.017363709365014225,Medium
Car,Hybrid,5.090256932936323,18,144199,65.70456804590798,4.1792118257577116,City,Heavy,28.92917359256728,31.64175187784467,6.78608314970883,981.7168223761244,448.18983468795057,1.0582850574108342,0.0457680074678794,0.03314406190959566,0.017652025162187973,High
Motorcycle,Hybrid,3.390929547769959,12,109002,118.99914548975548,1.562304212745886,Highway,Moderate,10.170530016919201,71.3973208072381,2.557457665018601,1031.8846970114223,325.9184791879269,0.967829635297159,0.12130335860682114,0.05288402662207388,0.030887702357443522,High
Bus,Hybrid,1.2007030514985222,25,160476,26.51780679998169,0.6575927250961244,Rural,Heavy,16.2502586031218,57.61732008295404,8.790697277184183,983.2246732202875,116.66259681906284,0.9550583949456996,0.048485046154133245,0.03907596879168563,0.04666562525249855,Low
Motorcycle,Diesel,1.1044648320686918,11,219496,45.09076542082944,0.21669893804631524,Rural,Moderate,23.1424601384267,61.04888027000064,15.559509410573362,1016.5982726838507,376.4755214363251,0.46622834023683324,0.08736464029365874,0.04049676562927902,0.08302422850861124,High
Car,Electric,2.5380392572195163,11,17401,15.868814929278962,3.2195152971790124,Rural,Moderate,10.051383335561919,84.69815812171049,1.3488610620100494,1046.5544576474995,431.5295540616756,0.41158020436446985,0.15638306137783525,0.07217463557897526,0.045152862799608985,High
Motorcycle,Petrol,4.881464280979631,21,244373,72.91362312398816,2.7611719011453415,Rural,Heavy,-7.443420376130213,52.53071389080773,11.262158509377272,1039.2530598746475,124.87667157505574,1.57795631364389,0.13718502246339903,0.036129347931216915,0.021392961724732665,Low
Truck,Hybrid,4.479940860652762,12,252602,87.32078187694002,1.1464749419599878,City,Moderate,2.6371828853980297,21.827719980610528,0.8765516780483096,967.9972149503288,384.84347119002683,1.2764282984497406,0.13341904958810719,0.011386653100604945,0.012789896228521473,High
Truck,Hybrid,4.900797816296514,27,112046,57.849218788305464,4.15808653815874,Highway,Free flow,-0.282940433102727,1.243967684474323,17.692183384371308,985.9207337177476,297.106305251585,0.11206913668987195,0.10504226778605594,0.04161533493686774,0.060192283000935785,Medium
Truck,Electric,3.4897990934963685,13,274115,29.499752194796525,3.677531760761717,City,Moderate,38.869701041213276,15.94975334911426,18.42765292163575,1025.1140498111956,321.9187238299455,1.6870552821539342,0.04585647169873099,0.09388630673554406,0.030815575376219213,High
Bus,Hybrid,3.089034789368551,21,254572,74.50659230180972,1.3821439249339158,City,Free flow,26.975272701272992,3.057909133226999,9.84715687198026,1047.7658661641462,472.5612052628785,0.33061991433612925,0.09461507482904906,0.06925454477747742,0.04248842905067991,High
Bus,Electric,1.5667531388726768,29,16565,64.69892680426194,3.7668151143231694,Highway,Heavy,12.577499913159627,23.706491854337454,15.384623271608602,1021.5934938755893,66.45232314713871,1.5015939894568113,0.09925257654525882,0.05644354440186429,0.03177579388173809,Low
Truck,Electric,2.50660231876842,11,6829,20.54228680844613,1.2249710675038628,Highway,Moderate,-6.831630177124284,63.49971911656639,11.858218705481601,975.2212520525485,337.4552850063876,0.28252125408395823,0.04854981861097809,0.049732521136357344,0.04649412671246846,High
Motorcycle,Hybrid,3.0569007041041516,19,256680,48.68182806025563,3.3763373093318045,Highway,Free flow,-4.207473876086473,15.141895613683776,6.813257559832653,963.2822706426433,86.67165342022722,1.9456165856482388,0.12429028871063497,0.08615829311587223,0.09757715989952659,Low
Truck,Electric,1.2607222343340097,11,76023,52.22365099622339,0.5927252053693971,Highway,Heavy,30.644978463570737,8.192322976739575,4.902815953202275,999.5159686070078,405.3137883572723,1.810970854890346,0.10749749948365812,0.021130080095940723,0.09757978531479683,High
Car,Petrol,1.9471821540982985,26,81823,117.91413045257195,3.461197316666036,Highway,Moderate,37.27245469185003,97.0854586675819,15.1719163288963,969.2951357687916,453.260162164987,0.44773486340167123,0.07215620048226272,0.037763038428216746,0.07417256899923536,High
Truck,Hybrid,3.910771529131442,5,38941,101.91429985866262,1.1938720949113013,Highway,Moderate,-8.432490776233578,99.69050239275121,8.599604353019233,972.761479714129,88.93839049678195,0.11601031739952343,0.049392111011397996,0.0610598026702462,0.03128314750514895,Low
Truck,Petrol,4.625448194043788,26,251181,88.12449459283125,2.8623467712085704,Rural,Heavy,35.51985613441379,63.70235122822412,18.40476916367316,1013.4431801092801,61.62772913875625,0.2133386975087195,0.03704862768838472,0.06990892354266051,0.08685411151310952,Low
Car,Petrol,5.991407059243338,9,173531,106.6532430603537,0.8623193342594127,Highway,Free flow,9.028185669299596,10.856639365449949,19.51383892957327,1001.4835352722702,480.0509219261161,1.636609572215403,0.17732908566080843,0.03869064576340236,0.010960481839264102,High
Bus,Hybrid,5.6521893229865,19,9176,88.2581286994458,3.6298347378397615,Rural,Heavy,0.6816330326836955,82.15206320969027,4.207853412450464,962.0693274550993,466.93689621047224,0.2458856134957319,0.1884336210715582,0.08247945771878953,0.056322197859556125,High
Motorcycle,Petrol,4.141339037582996,28,257505,108.40822261508801,0.30439787196525847,City,Free flow,-4.888382129340481,53.9213692919299,11.221266101101513,965.3678111099248,465.6863316778736,1.578477606072798,0.1655970428897083,0.03876940318145677,0.0889256190078846,High
Car,Hybrid,2.990489877129175,23,146144,6.546373785540958,0.827088934013594,Rural,Heavy,28.58744709765974,18.20736034988444,10.73868482087143,951.9434393624658,472.8583210345859,1.6576251104931778,0.12286505092855342,0.012873070654816165,0.047679721761660986,High
Motorcycle,Petrol,4.108122296482811,8,149671,54.727945112029985,0.9206823993541824,Rural,Moderate,13.445524259090682,57.56921957160671,17.361977233705826,971.9659883871687,275.0436136448851,0.683128830158994,0.19271636827478747,0.05583273448096436,0.03206472862443917,Medium
Motorcycle,Electric,4.885388414017206,1,125670,89.62780022902002,0.20671792926999277,Rural,Free flow,31.62118909676284,3.9382123273216996,13.819699196631783,1038.7313160355795,489.6048230442058,1.496731356539525,0.09878685411914206,0.09956247119358239,0.06634984499452883,High
Bus,Hybrid,1.415348192801614,6,82045,69.99549559320162,3.7250625808012283,Highway,Free flow,1.3078576712481063,97.2471110139427,12.14755012969821,1029.303334621977,451.5406189247271,1.6585779320066802,0.0184963298221497,0.03979033961859036,0.08364918200753231,High
Truck,Electric,2.9315054264206992,8,166460,21.0199396980944,4.904762523699664,City,Moderate,23.92840184162123,82.59654991434208,13.580497438214067,991.4781901359116,93.94843827775023,1.5831900506767187,0.08097979554093813,0.03842258874496279,0.0702373926147202,Low
Motorcycle,Hybrid,5.16697188530521,24,50603,40.85905038342411,3.891988942058412,City,Heavy,-4.093914756693597,26.077691745424715,7.789150392119826,1024.1934101062345,415.7190625098697,0.4639720339347233,0.04402305860025242,0.053835200198997436,0.032742339857294175,High
Motorcycle,Hybrid,2.795931350051829,11,287933,38.13292500320295,4.3031598106119775,City,Heavy,-5.512465793261514,41.89118920982804,19.205829881079495,990.6969261071112,370.59988360655893,0.9536476077077741,0.14139340518846105,0.026129650067283627,0.021290230050814683,High
Truck,Petrol,3.7737358103813703,4,208504,31.361629582120322,0.03003830169138577,City,Heavy,-3.330007481912425,39.52835805005138,1.1525127920591172,1029.210403954797,110.344102708251,0.22966387784724057,0.0662341643579392,0.06416624913869609,0.03464368885915552,Low
Bus,Diesel,3.856400676483431,0,295608,41.176266421675926,0.5893498188729662,City,Moderate,30.445065028015357,86.14941720435259,0.5825797158311641,968.1945975513219,382.06534713578674,1.0981110073819906,0.09919841063822028,0.04791621374197477,0.02291056510834959,High
Bus,Petrol,1.7592765162949249,21,198878,61.78239461533452,2.795101696474312,City,Moderate,22.780986771632,35.46343644933696,8.311794725224695,965.2517359723073,268.21520476508664,0.940415161140722,0.18753347243748425,0.04625169546409542,0.09626191431162516,Medium
Car,Petrol,2.6836242965918995,14,212668,102.58428297399311,4.8893444239708375,Rural,Free flow,-1.7018054033170884,4.7980166618187265,3.091518947575267,957.7940606314297,434.2207495794535,1.8149742887905786,0.19857791916649892,0.07318845454548191,0.0431224911620712,High
Truck,Diesel,2.539458701458047,7,239103,89.04391948725076,3.303564655241018,City,Moderate,9.23861053425927,21.468884980370383,10.896006454643132,974.18063427129,418.45862383357274,0.13435954974808106,0.11164454171335535,0.026747520947799933,0.0970778201508624,High
Car,Electric,0.936222884366737,0,123189,100.22996448194804,1.8706834686903884,Highway,Moderate,28.18430048782284,21.556965746515587,0.18019807660903053,964.6316232162407,474.0488711625202,1.1074593888637596,0.06232177698360354,0.09987943706856502,0.06187483135965482,High
Bus,Petrol,0.9257971722350473,17,91123,106.03244934757036,0.7307465274072961,Highway,Free flow,4.283719470694361,94.92410479963863,9.193659495320695,1029.864137299461,83.87560305421601,1.4913813531084745,0.09349627299097461,0.05926603564702597,0.07214311632140898,Low
Car,Hybrid,5.124824627114022,12,244460,49.93805473171287,0.7641784719132538,Rural,Free flow,36.06318561565479,92.40547680095214,5.898491267772272,973.9971690144229,369.6104266959415,0.9815118821810281,0.17631442817021487,0.026057001125555278,0.09188127207109771,High
Bus,Diesel,2.2199682118586246,28,287738,41.52315408320966,1.813766011583919,City,Moderate,35.73013956751286,30.059328699215413,4.047206931509404,1001.6207607803266,219.68280757666685,0.5523683739019756,0.05524275104543325,0.017462953897436115,0.09942627837625011,Medium
Motorcycle,Hybrid,3.494009584441841,0,183635,6.914805802099417,3.5690509867200366,City,Heavy,17.645041284736177,0.27671001095881387,8.892990756256518,1025.619715220259,399.1971423642898,1.2587055116805006,0.021886449296053066,0.07782782850338156,0.09541461916199133,High
Car,Electric,2.35337298266162,4,211424,111.65899462517211,0.15909645512455328,City,Heavy,21.598713457605744,51.69976309125972,17.090979236321818,1017.7074450681835,321.1530783247439,1.9755001007612,0.16540966344881425,0.030757710085682247,0.05027810955952562,High
Motorcycle,Hybrid,5.69153207459977,17,105021,7.898762152577272,4.260887957308192,Highway,Heavy,22.660917669391495,79.72399218728002,13.107893684694963,970.4589573518682,273.0112778554103,0.1779002427344033,0.11068197613910213,0.07659861682954464,0.07234739074560306,Medium
Motorcycle,Hybrid,2.1483431461020235,15,217912,88.93626184445645,4.707757178449029,Rural,Moderate,2.923422887753782,26.86049819467803,3.1988329971894203,957.7071846689374,51.90558273974645,0.47248128661723765,0.1804149416736733,0.07482004610116565,0.04495710343990727,Low
Truck,Diesel,3.0342154262424623,25,290530,45.37299653587046,4.444082302654156,Highway,Moderate,8.266069436199352,43.90440260494836,9.977461172885,1041.1761641413489,323.22597108344394,1.032152981541355,0.14021332569575562,0.09971063234459923,0.06672455812609442,High
Car,Electric,5.338197302519929,9,247804,113.85369293990236,4.565134546984465,Highway,Free flow,-3.2029444755057668,17.278920456672843,18.633422376323892,1012.199373875354,239.17116772519458,1.2354388509243341,0.016742552796068726,0.018027015997497016,0.056999042227791265,Medium
Truck,Diesel,5.178054547317405,29,66652,50.35224251209548,0.0766963970913187,Highway,Heavy,36.243567082693446,32.73952695162554,8.784496452792677,1020.6563700279511,199.63731216236215,1.2858854073872583,0.15958531493047706,0.059544911948000115,0.011671881293148624,Medium
Bus,Electric,1.7677273728006422,3,279684,97.99300216256597,4.888961579749479,Rural,Moderate,26.1924719347776,75.88530028668904,9.410924637294526,988.601404620396,494.9466619621609,0.21439791373445238,0.04625458800738773,0.07272899779017727,0.08793266947862989,High
Bus,Petrol,4.973745210937694,0,295900,33.91857985964119,1.8317855744517442,Highway,Moderate,-7.682186683367622,42.82812746404877,18.827153195364517,974.1606856429186,365.16488244541864,0.33355092948474735,0.034084448272198066,0.027339097189331786,0.04208724336082765,High
Car,Diesel,3.1825718110370422,22,136659,35.8906460692616,4.3464055918258735,Rural,Heavy,17.469372504895833,44.7270843763066,2.7161636596785477,1003.0617465485543,292.9481499821783,1.8948942012986645,0.11685305480546374,0.08000990615843197,0.05042302500105438,Medium
Motorcycle,Diesel,3.311438134843847,7,212411,71.4623291854121,0.9340443534980708,Highway,Moderate,7.153686736897967,78.95516465914805,14.700829708453707,957.7881867749444,440.92517938294003,0.24315881406227974,0.0937303349168196,0.05659300740646491,0.04102909688378736,High
Motorcycle,Petrol,1.4940958565629079,4,89792,119.75791604489685,2.2326287133111844,Rural,Moderate,30.76439385307046,76.29727423124541,5.983228001414194,1029.997644363752,152.19420885680836,0.8963118133231333,0.06732926820281619,0.043596940822967556,0.053491900881834406,Medium
Car,Diesel,1.2191278715370482,1,6088,62.10869015750355,0.22082194311988323,City,Free flow,7.1900043916756395,18.715279471237658,17.317833175861296,1015.4505031450532,328.9584966485161,1.1967813877953664,0.12184235308080174,0.04264409131039025,0.05467442445628587,High
Car,Hybrid,4.585284396263579,23,42044,112.35703636719487,0.20037998421413628,City,Moderate,22.20750623004475,41.52721794157108,1.0872497015750526,1026.1633990447663,437.41600756479016,0.6969060280216486,0.15121360706930478,0.042909213846601776,0.06691832116090603,High
Car,Petrol,3.381597992247559,16,192460,94.34997938984733,4.716380503848191,City,Moderate,-1.7129833271713721,84.88578362126448,19.80803136313275,1006.9260885379931,105.613531395275,0.5857887545875349,0.10373736991305856,0.07973962724100807,0.043817100999575725,Low
Motorcycle,Hybrid,3.071623653598934,6,141615,95.50371770126819,4.053033062645196,Highway,Free flow,17.937774482452937,45.673768244450244,15.372176398376407,1007.7909143359217,156.24009282008183,0.6513936316295208,0.15974110463363628,0.09646411221699298,0.030529585932975258,Medium
Truck,Diesel,4.593442788992463,16,3005,52.31519869545169,2.6491302220689668,City,Heavy,4.69428662767746,66.17634829270479,5.686659650788397,1010.0375660136593,87.18449315235355,0.6369604369395468,0.08953288874758938,0.06903925159268526,0.04571736067552391,Low
Car,Diesel,4.7806670747537705,27,299347,46.38507002073608,2.627290867822689,Rural,Free flow,-1.7555788818743618,30.596214931032904,15.217117873662367,1028.4159063772947,496.5995340810086,0.8208507211635437,0.10478056519420899,0.02978434574904605,0.03893912247301982,High
Car,Diesel,1.6263224718806386,5,278364,23.030616970897846,3.7437730923809314,Highway,Free flow,20.9629573468228,5.955856156194461,18.459395296866543,972.5385406875538,311.4107684556794,0.32054892441203564,0.11343768963056057,0.020909537316142646,0.06113773802954696,High
Bus,Electric,3.973170777283735,28,108991,115.67295203803843,1.7083439078524503,Highway,Free flow,21.932060000768786,16.48990315461285,2.2583478234973065,1018.1532111593975,270.26860363335766,1.721712549469964,0.06993715221554353,0.017542921531403716,0.0753775263154898,Medium
Truck,Diesel,1.5038412278439648,21,32696,115.1272334932584,3.80934637930976,Rural,Free flow,39.167689056689326,40.17208921460901,18.2715673417529,1005.2705662681559,202.295836427452,1.542869612490824,0.07905565708041185,0.06081577315211782,0.0745238562693215,Medium
Car,Petrol,4.7071504473510375,14,210755,89.64812811722194,2.425041899966362,City,Heavy,23.455302983055788,35.34670283889169,7.203488463492134,999.5107752518347,252.25258075828722,0.1647976117678442,0.10719016492767447,0.08992095607935036,0.09024552284863349,Medium
Motorcycle,Electric,4.216166812589126,4,46381,35.55029398232034,3.1895870145573246,Rural,Moderate,15.785496926356409,89.56407607911258,0.12918610902399097,1004.0906553724793,399.13567928176917,1.5463992269430082,0.17783720403060066,0.04696916285251984,0.02848838578129014,High
Truck,Hybrid,5.774396029633982,14,236004,29.42154484107386,4.824147250515739,City,Moderate,35.631042154237484,54.56226704794241,2.2484194094315857,977.2200130479831,462.52301096507483,1.6733033971247855,0.11456512427523961,0.023563495178942878,0.05529748288650797,High
Motorcycle,Diesel,1.1585816850533903,17,131148,118.63322908643555,2.356577787601308,City,Heavy,31.414040934422793,62.71553970941065,17.695878591773393,953.7080638483307,97.22534006393559,1.8518386218394192,0.03064492058107176,0.05003133745784821,0.06618812027435766,Low
Bus,Diesel,1.0966845499865225,17,150018,7.9851378129813,2.0920232987322507,Rural,Moderate,17.437313922008933,68.86827146961795,19.653329363141573,1025.9163960745484,184.8332410813678,1.2646012644732463,0.14888388125821705,0.08142188010856632,0.05639372839458693,Medium
Car,Petrol,2.267372788404641,24,285615,101.22771505695708,4.528745869706793,Highway,Heavy,15.567453887040365,53.16259303936582,17.907440269854405,1041.6173523426392,135.10763160587985,1.7203893501921785,0.1081043966703641,0.08007722770706704,0.06766122649789805,Low
Car,Electric,2.160869555426711,20,171792,42.65496005789696,4.51290247458172,Rural,Free flow,37.098459285793844,76.96456693716353,8.830732636806713,998.0762580495959,245.96862232835056,1.5422982915260677,0.08589613190461841,0.04569380801370568,0.08715585443455935,Medium
Bus,Diesel,2.084289755174399,20,286584,50.26436636726646,4.96209350941588,Highway,Moderate,20.856352197946542,78.3100484332556,19.228202071170795,1033.790180453196,288.71786890547673,0.14828318560275117,0.14136187105048534,0.053299734323398795,0.018277686571504685,Medium
Truck,Diesel,5.512523818709391,22,274006,99.83731784986045,2.754314996541546,Rural,Free flow,25.688958458475348,35.13859717826876,8.137004383767874,1005.52564334719,374.5759822935272,1.640947611313518,0.041691704460400575,0.066810467533641,0.04354973188159095,High
Motorcycle,Electric,2.097640239217432,5,101415,10.872361920642962,1.721307705133014,Rural,Free flow,-5.666047892639844,8.478515349223493,2.27392138526328,1043.0302221654813,444.04618379293095,1.2039317970812908,0.1592115234489966,0.05609840891058189,0.0554828288677324,High
Bus,Petrol,2.214138575868881,1,68273,42.500361422430856,1.201950315888518,Rural,Heavy,25.91528106246296,98.63542283433665,6.81882992760531,1000.841752007076,293.9584111878245,1.33605596335892,0.14610843074218446,0.03188549648733025,0.057091204628303846,Medium
Truck,Electric,4.7488709645734115,26,21788,114.24291326034877,0.170481784758309,City,Moderate,3.2340921103341618,64.262070052239,19.96842327178522,970.4852715414595,269.9458644618811,1.7813701754289089,0.04522206966416376,0.0796614504554413,0.011101869836529114,Medium
Car,Petrol,3.138647180742808,16,156594,83.88790953255076,3.633643121054427,Highway,Moderate,-4.223103839685413,70.89160731632512,12.518911975525977,1037.011511314498,309.08881620164885,0.11980742079839055,0.17081355405658924,0.04937919429118794,0.06192576388323893,High
Bus,Diesel,4.838894896166942,20,70185,90.59269977670685,1.1673808686772336,Rural,Free flow,32.48330544026549,75.66960065202346,6.799974212505367,1030.0271793318202,449.7845917995686,0.3049972124755108,0.04662600155094131,0.04091960643500091,0.07262767074652832,High
Motorcycle,Electric,1.1399040193348033,3,200476,90.90063611465717,3.0332044261282864,Highway,Moderate,24.559554332637298,61.29634217067987,12.483581943392675,989.801073478768,341.8456715933302,1.1902123562234226,0.13871483360005965,0.03534355178354671,0.04506782297183164,High
Bus,Hybrid,3.3353702071015983,11,183361,7.268409979673343,4.582961826821977,Highway,Heavy,10.37821561190652,47.09014694957489,8.582716590999,1034.1911545260105,404.3175825498711,0.87832035528952,0.07989793572598886,0.0890175789033145,0.09219794265430978,High
Car,Electric,0.9747907209530697,18,138896,24.38491119125174,4.751068036972634,Rural,Free flow,11.570836310403322,98.46696942593812,0.9909718408351864,950.905047272129,373.77198675928014,0.8942764618549284,0.1535755600364214,0.03684497330500188,0.07123773622459312,High
Truck,Hybrid,1.1257966579678436,1,7799,58.95159072974542,0.02205066990155158,Rural,Moderate,-0.1441138895091818,72.76574100690407,4.022552606251352,1029.974720185487,465.5789187407182,0.6931896091477678,0.02101991306906329,0.07315923165262658,0.06672463861922925,High
Motorcycle,Hybrid,5.513474757390937,25,260204,44.17802789704502,1.585375156881782,Highway,Free flow,-9.522450226686237,84.5848761556485,0.384706760977247,1018.8040162709225,417.62189090008326,1.6552298858270622,0.05746665277962198,0.03708680363648433,0.02846958219372371,High
Motorcycle,Electric,1.5240759298114948,1,85406,49.30947517594242,4.186890147326134,Highway,Heavy,7.467956978468834,43.9675371521915,5.095844456605468,987.967809976182,203.54187344024203,0.2967649699690954,0.09939395603844527,0.03227928414445585,0.09829954153803344,Medium
Bus,Hybrid,3.568587547831129,13,258415,93.77368543508071,2.6822260267576765,Highway,Heavy,-2.5792820158707226,90.47774990907466,14.791300652989088,1029.1585827921458,434.4658712178892,1.1126446462306183,0.14578757526313282,0.047627190991485956,0.05185654396348659,High
Truck,Hybrid,2.937697133523674,14,123699,1.761508208128233,4.037543667410764,Highway,Heavy,11.086339784365766,73.21510522815579,3.8663718879071185,962.6661879282498,260.35065439920646,0.9706144982932937,0.12693193693617077,0.09482112774106242,0.01315959840899302,Medium
Truck,Hybrid,2.606185296545982,19,270758,79.25903115854865,4.26661641418969,Rural,Moderate,31.691254396497918,74.61279904455866,10.561127578620276,970.331942006869,431.2502036654446,1.1474932913258178,0.19126654268609525,0.0845657517724095,0.016666996366826142,High
Truck,Hybrid,5.479133397573817,1,25147,0.013227816218694954,2.213131099706614,Rural,Free flow,-4.262281829864014,8.693124373245631,14.032074375938699,1003.3580031135468,457.58577484984517,0.19606437561839918,0.11621422560676274,0.034953593861030995,0.040237637756097074,High
Bus,Diesel,0.9134816632325454,3,20914,7.5670230691492435,1.7949146901239277,Rural,Heavy,-5.412319893192676,61.745670545314916,10.973648347979523,1038.102628768966,358.3712319654323,1.3801466948461607,0.06734386378762049,0.04258495176953754,0.013714560166488275,High
Truck,Diesel,4.251706368113063,18,271759,48.99433438051488,2.2771663302526273,City,Free flow,35.1051109982781,33.521673487269375,0.3074107647438695,963.0105031305111,373.4973847064701,0.12569178994344365,0.09239778325666044,0.06473558165382662,0.025166762756100917,High
Motorcycle,Hybrid,5.809651057910462,8,50785,100.91382237657857,3.263976013121331,Rural,Moderate,27.256978121916163,66.9001665846238,7.266839417814768,1006.426867786654,113.4987670167801,1.1028780685581265,0.024335238411788335,0.048473429566273485,0.07100665851555892,Low
Motorcycle,Petrol,3.712874554001578,6,231129,17.399491867735257,1.8357957644340916,Rural,Heavy,-7.346506719120496,56.82141093081201,8.832610016992447,1025.3131701057878,195.73023489438765,0.604469397456235,0.03222257922666069,0.0884981783077571,0.04083340255066429,Medium
Car,Diesel,5.671476802572077,29,76031,66.5545690954334,3.8749414434887637,Rural,Heavy,-6.021475737120809,11.118950671170435,6.855067013769318,1024.3353473827485,300.9796228689089,0.6947966015529121,0.10834012090146716,0.059358577638836486,0.0470680260665244,High
Motorcycle,Hybrid,1.0717409722873237,12,91818,81.42062721920931,4.519963968425112,Highway,Moderate,24.246211407446374,52.99877427661398,10.92527551097546,1012.7961132169823,51.5818153275417,1.5029647156076675,0.19538134831968407,0.08758419939863409,0.09574643719845809,Low
Bus,Hybrid,2.9777252591856396,26,146,27.543946100659266,1.4115560107936327,City,Heavy,8.517210107384308,45.125843990517275,10.263073625472936,1044.0921067473707,431.27505983185495,1.973183956943366,0.056461805686199414,0.03300258687888076,0.06810473755822832,High
Truck,Petrol,2.1528205130026663,11,171347,61.47963063234996,4.824948220871198,City,Heavy,26.20866477722211,77.64434919836022,3.749004819507913,998.2137130729276,216.2657849239989,1.0031651206151244,0.15766634242896246,0.07163546356582469,0.03626270042013289,Medium
Motorcycle,Hybrid,4.600269017899795,2,238142,109.36887397658307,3.1136262336265528,Highway,Heavy,10.222703465023883,50.263827099049806,15.039480670610663,1038.0244659817574,375.52923005044494,1.372077006899725,0.07965295699892912,0.04717023277243151,0.04066928908488943,High
Motorcycle,Electric,5.902744870585683,12,109822,61.46742304386393,4.390843856098705,Highway,Heavy,38.389334366058385,48.11621675994351,3.223274283146842,1011.9583939679873,396.1839302917201,0.5720703040738271,0.016039187134636954,0.01951484371670595,0.09509618343126527,High
Car,Electric,2.1339563247100886,14,232798,18.87876741451776,0.5195821763605274,Rural,Moderate,24.720830613032554,71.94909782924445,9.179307404774264,1023.746667884871,296.6373729089048,1.1526101825713444,0.04113524578093488,0.04437392524513183,0.050132945994259805,Medium
Bus,Electric,4.201707927665187,13,2594,75.33771560250537,1.2574956852811936,City,Free flow,-7.669211757716257,66.85878901528773,15.126044010405138,996.4832185113421,405.6019411709565,0.28997984595535586,0.12810341225067037,0.04059028927694521,0.049359496044254506,High
Bus,Diesel,1.8301076903506488,23,76610,71.06402160102168,1.6050953971629611,City,Free flow,6.525088743868309,99.18543786334574,13.945245728549631,966.7619339737062,357.08352727459334,1.7154445431015628,0.05351548636588997,0.038952327590808376,0.03473576597416949,High
Motorcycle,Hybrid,3.7397173237723713,8,188727,3.2345711757757467,1.5141107558725664,Rural,Heavy,18.180309306801465,35.195270074506766,8.643717694246877,960.9095421755001,211.93004156882282,0.9658691708163156,0.17177271110874007,0.0664581414282938,0.038868420312929766,Medium
Bus,Hybrid,3.212448930779348,12,213756,10.871328689707994,0.8593057829926593,City,Heavy,-2.9063180899821317,68.83565687650943,15.778408186877098,1018.2330415191033,417.27021239578403,0.7867854544515737,0.07971424913959059,0.046546127914147035,0.07824917734176276,High
